Unnamed: 0,POS_BAYES,NEG_BAYES
colourfully,0.6666666666666666,0.3333333333333333
brutal,0.7127168476209543,0.28728315237904567
might,0.3859375058361395,0.6140624941638605
hewn,0.6666666666666666,0.3333333333333333
hollywood,0.5250266707839043,0.47497332921609575
golden,0.5743542537109146,0.4256457462890854
heyday,0.511946945263578,0.48805305473642197
smart,0.7761328583829503,0.2238671416170497
soulful,0.9791666666666666,0.020833333333333332
bow,0.5130614028083428,0.48693859719165733
low,0.1521809869201604,0.8478190130798396
genre,0.6003375206001874,0.39966247939981264
even,0.3865119433319605,0.6134880566680395
betrays,0.3293615693871813,0.6706384306128187
danny,0.2818900663167682,0.7181099336832317
devito,0.3959888148315748,0.6040111851684252
play,0.4248394571216227,0.5751605428783773
vile,0.35949823598588787,0.6405017640141121
sid,0.75,0.25
laugh,0.3039032679512999,0.6960967320487002
sleazy,0.24653159439129063,0.7534684056087094
type,0.40900829439812025,0.5909917056018797
deserves,0.5034356961680193,0.49656430383198075
kim,0.5439436293425517,0.45605637065744836
basinger,0.20286046541023597,0.797139534589764
portrays,0.4157127038523029,0.5842872961476973
woman,0.5974182914524498,0.40258170854755015
disappointed,0.3863067695538817,0.6136932304461182
life,0.666612424184031,0.33338757581596906
hopeful,0.9838709677419355,0.016129032258064516
salvation,0.6473503706385308,0.35264962936146915
anchored,0.9777777777777777,0.022222222222222223
two,0.5089028079530472,0.49109719204695274
intense,0.7943179446305826,0.20568205536941736
young,0.6086376399495763,0.3913623600504237
aussie,0.75,0.25
russell,0.4384596161057473,0.5615403838942526
crowe,0.9333333333333333,0.06666666666666667
guy,0.29082078622239815,0.7091792137776018
pearce,0.9583333333333334,0.041666666666666664
adapted,0.8603863945491325,0.13961360545086748
novel,0.5068262149336217,0.4931737850663783
said,0.27203486277659655,0.7279651372234035
unadaptable,0.6666666666666666,0.3333333333333333
set,0.5558509811941577,0.4441490188058424
ha,0.5393245139782542,0.46067548602174574
seemed,0.38996540052443107,0.6100345994755689
increasingly,0.3435036834198617,0.6564963165801383
played,0.5251406785806142,0.4748593214193857
brings,0.8323204154518155,0.16767958454818452
clarity,0.7746638928097851,0.22533610719021493
art,0.642461690774833,0.35753830922516694
thats,0.4648839091315444,0.5351160908684556
pretty,0.31376836073575265,0.6862316392642474
good,0.5034629069191728,0.4965370930808272
definition,0.39994243424639014,0.6000575657536099
masterpiece,0.8991445190571349,0.10085548094286513
isnt,0.303857723302179,0.696142276697821
toughest,0.9444444444444444,0.05555555555555555
freshest,0.9230769230769231,0.07692307692307693
year,0.6309290515252892,0.36907094847471067
corrupt,0.9333333333333333,0.06666666666666667
different,0.5910182677174878,0.4089817322825121
way,0.5360022732759474,0.46399772672405265
murk,0.20775725557803357,0.7922427444219664
muck,0.6666666666666666,0.3333333333333333
deepens,0.9473684210526315,0.05263157894736842
thickens,0.20775725557803357,0.7922427444219664
three,0.4918612667917863,0.5081387332082137
rouse,0.8571428571428571,0.14285714285714285
moral,0.6094314257554844,0.39056857424451563
torpor,0.282309916617584,0.717690083382416
rediscover,0.9,0.1
vocation,0.75,0.25
exactly,0.4267472656434636,0.5732527343565365
honor,0.7799337152098517,0.22006628479014836
thing,0.38049031827110863,0.6195096817288913
conveys,0.8291015677495431,0.17089843225045678
addition,0.67848895269236,0.32151104730763996
institutionalized,0.9,0.1
corruption,0.8603863945491325,0.13961360545086748
energy,0.5169460625722224,0.48305393742777764
excitement,0.40712697875258846,0.5928730212474115
city,0.7789675591332297,0.22103244086677026
know,0.4267052121835603,0.5732947878164398
move,0.5575238777557564,0.4424761222442436
juicy,0.9285714285714286,0.07142857142857142
dynamite,0.6903099371340977,0.30969006286590234
director,0.5212515984023014,0.4787484015976987
curtis,0.9655172413793104,0.034482758620689655
hanson,0.6903099371340977,0.30969006286590234
brian,0.3452701117041503,0.6547298882958497
helgeland,0.75,0.25
created,0.6914581794520007,0.3085418205479993
delivers,0.7202028876043457,0.27979711239565425
every,0.484953782240771,0.5150462177592291
directed,0.4474119471073437,0.5525880528926563
panache,0.8122753158662359,0.18772468413376397
terrific,0.85283093267745,0.1471690673225499
lean,0.6930665209257898,0.30693347907421015
taut,0.8718847313858179,0.12811526861418204
deeply,0.7354780426273675,0.26452195737263257
involving,0.4685867642173635,0.5314132357826366
rich,0.8411077423551409,0.1588922576448592
complexity,0.6026011359613025,0.39739886403869745
relish,0.4892384922952993,0.5107615077047007
brazen,0.1640698658394116,0.8359301341605884
headline,0.7023946393573901,0.29760536064260995
splashed,0.282309916617584,0.717690083382416
across,0.680262226055493,0.3197377739445069
top,0.7317696746471714,0.2682303253528286
police,0.41642739190254846,0.5835726080974516
gazettetype,0.6666666666666666,0.3333333333333333
scandal,0.7335829565495622,0.2664170434504379
sheet,0.8888888888888888,0.1111111111111111
peer,0.5956899527498265,0.40431004725017355
seductively,0.9,0.1
dark,0.44899577970992594,0.551004220290074
heart,0.8422167464776276,0.1577832535223724
conjures,0.654494070180892,0.345505929819108
grand,0.6700838405855672,0.32991615941443275
piece,0.5621700309236235,0.43782996907637645
entertainment,0.6613042464527088,0.33869575354729126
loved,0.6545334493085685,0.34546655069143145
respected,0.8333333333333334,0.16666666666666666
justright,0.6666666666666666,0.3333333333333333
blend,0.8566637864599145,0.14333621354008547
lack,0.17928030296750164,0.8207196970324984
ironic,0.6308176395173896,0.36918236048261044
selfconsciousness,0.3959888148315748,0.6040111851684252
insistence,0.6302535490630812,0.3697464509369188
hero,0.6311981602993684,0.3688018397006317
imperfect,0.9642857142857143,0.03571428571428571
men,0.6258207132732916,0.37417928672670847
justice,0.7060864006706268,0.2939135993293731
make,0.48933569113671654,0.5106643088632835
exquisite,0.8428666454513183,0.15713335454868177
noir,0.6785900764651941,0.32140992353480596
experience,0.6976524094157054,0.3023475905842946
dante,0.25969656947254194,0.7403034305274581
spinottis,0.20775725557803357,0.7922427444219664
widescreen,0.9629629629629629,0.037037037037037035
camerawork,0.4514602923033385,0.5485397076966615
jeannine,0.75,0.25
oppewalls,0.6666666666666666,0.3333333333333333
production,0.41620595084098405,0.5837940491590159
design,0.6741432400431419,0.3258567599568581
brilliantly,0.8831590916064095,0.11684090839359064
recreate,0.5905526838035136,0.4094473161964864
somewhat,0.5052625349433534,0.49473746505664656
tawdry,0.8333333333333334,0.16666666666666666
world,0.7178261575994501,0.2821738424005498
glamorous,0.9285714285714286,0.07142857142857142
starting,0.8167850427531778,0.18321495724682213
lose,0.5574779444258623,0.4425220555741376
glamour,0.7588544256095854,0.24114557439041462
always,0.6277338330424557,0.3722661669575442
fascinated,0.6772022614514827,0.3227977385485174
seamier,0.6666666666666666,0.3333333333333333
side,0.5521901718144743,0.4478098281855257
lure,0.5288689995617172,0.4711310004382829
moviestar,0.511946945263578,0.48805305473642197
drawn,0.505546442038476,0.49445355796152407
striver,0.6666666666666666,0.3333333333333333
schemer,0.6666666666666666,0.3333333333333333
seducer,0.6666666666666666,0.3333333333333333
swindler,0.282309916617584,0.717690083382416
abundance,0.3819668757350059,0.6180331242649941
compelling,0.6572446107693501,0.34275538923064974
scope,0.8272676838976515,0.17273231610234854
richness,0.7973078788939628,0.20269212110603704
leaf,0.5148937709884147,0.48510622901158523
sense,0.45610131524567177,0.5438986847543281
satisfaction,0.8122753158662359,0.18772468413376397
feel,0.4822439009438701,0.5177560990561298
snapping,0.17388039892305943,0.8261196010769406
place,0.5967155222188669,0.4032844777811331
last,0.4066157958429863,0.5933842041570137
brainteasing,0.8,0.2
jigsaw,0.34403809973983684,0.6559619002601632
puzzle,0.38524091983694964,0.6147590801630505
remarkable,0.7974944708562351,0.20250552914376493
notch,0.563911449097989,0.43608855090201115
sync,0.9,0.1
without,0.476406769971767,0.523593230028233
drawing,0.5201516860494884,0.4798483139505116
attention,0.5662846999686127,0.4337153000313872
australian,0.8888888888888888,0.1111111111111111
actor,0.4657911753700313,0.5342088246299688
especially,0.5710622842334057,0.4289377157665944
character,0.5464772967746715,0.45352270322532856
ricochet,0.4785794906432042,0.5214205093567957
maze,0.44031464306576934,0.5596853569342306
intrigue,0.4828794328384314,0.5171205671615686
whipsmart,0.9565217391304348,0.043478260869565216
script,0.3449379760877545,0.6550620239122456
keep,0.6142297797888802,0.38577022021111984
plot,0.2684485401466385,0.7315514598533615
clear,0.5496870089980316,0.4503129910019683
action,0.5206620138938456,0.4793379861061544
sexy,0.40083304615865173,0.5991669538413482
humor,0.5293146065767181,0.4706853934232818
shrewd,0.96875,0.03125
perhaps,0.4843020729106386,0.5156979270893615
much,0.37064592144481645,0.6293540785551835
hype,0.6550869857087139,0.3449130142912859
preceded,0.5673237645236443,0.43267623547635575
release,0.330375311508107,0.6696246884918929
buzz,0.9807692307692307,0.019230769230769232
quality,0.5961244903715249,0.40387550962847507
performance,0.7295248530936266,0.2704751469063733
local,0.2291838268810927,0.7708161731189073
lad,0.8333333333333334,0.16666666666666666
justified,0.9523809523809523,0.047619047619047616
standout,0.8699120064428172,0.13008799355718279
done,0.6339912583910136,0.36600874160898655
remarkably,0.5864719733504303,0.4135280266495697
faithful,0.7095172633078063,0.29048273669219377
job,0.5862695271920798,0.4137304728079202
translating,0.8333333333333334,0.16666666666666666
ellroys,0.9166666666666666,0.08333333333333333
50,0.7026535011617732,0.2973464988382269
big,0.5163075987419621,0.48369240125803786
carved,0.1932004432478438,0.8067995567521562
james,0.7059937057438861,0.29400629425611385
quartet,0.8888888888888888,0.1111111111111111
dense,0.615328873650521,0.38467112634947903
examining,0.5439436293425517,0.45605637065744836
history,0.7849052374174895,0.21509476258251056
postwar,0.8291015677495431,0.17089843225045678
southern,0.46596081426789476,0.5340391857321052
california,0.38704286220731643,0.6129571377926836
prism,0.8888888888888888,0.1111111111111111
law,0.2955397936069509,0.7044602063930492
enforcement,0.3959888148315748,0.6040111851684252
great,0.7702759349824501,0.22972406501754997
sterling,0.5905526838035136,0.4094473161964864
meaty,0.9375,0.0625
high,0.5343453179655256,0.4656546820344744
value,0.45933045441957243,0.5406695455804276
confident,0.987012987012987,0.012987012987012988
hand,0.5107466328343975,0.48925336716560247
tiller,0.20775725557803357,0.7922427444219664
add,0.48469767653601364,0.5153023234639863
rocksolid,0.4785794906432042,0.5214205093567957
body,0.47798837134349464,0.5220116286565053
brain,0.24084298056409262,0.7591570194359074
match,0.8005464923066846,0.19945350769331538
could,0.41517921536422925,0.5848207846357708
ask,0.4524146202190536,0.5475853797809463
anything,0.29782565468986605,0.702174345310134
aloof,0.8333333333333334,0.16666666666666666
innocent,0.4568272560855663,0.5431727439144338
raunchy,0.0807904617428427,0.9192095382571573
somehow,0.44358421262143255,0.5564157873785675
tender,0.8770904445129968,0.12290955548700325
stylized,0.6195351328711234,0.38046486712887667
early,0.4790876060812021,0.520912393918798
seems,0.3152418929209819,0.6847581070790182
covered,0.20865647870767132,0.7913435212923287
dewy,0.6666666666666666,0.3333333333333333
optimistic,0.9666666666666667,0.03333333333333333
sheen,0.21459346520238778,0.7854065347976122
underneath,0.972972972972973,0.02702702702702703
mildew,0.20775725557803357,0.7922427444219664
sprawling,0.5574779444258623,0.4425220555741376
memorable,0.6342014595512315,0.3657985404487684
surprising,0.6300679732799624,0.36993202672003755
revelation,0.7555120576746235,0.24448794232537657
paradisal,0.6666666666666666,0.3333333333333333
myth,0.817857525059751,0.182142474940249
crash,0.14693445028418828,0.8530655497158117
reality,0.5726782016600599,0.4273217983399401
densely,0.7335829565495622,0.2664170434504379
structured,0.7859291892927559,0.21407081070724396
toughly,0.75,0.25
textured,0.6173959876127643,0.3826040123872358
tale,0.7191241653457037,0.2808758346542964
caught,0.3551713114776584,0.6448286885223415
coverups,0.8333333333333334,0.16666666666666666
selfdestructive,0.34403809973983684,0.6559619002601632
passion,0.4248368927305144,0.5751631072694855
old,0.4963680093158436,0.5036319906841565
hat,0.45773747177760593,0.5422625282223941
bemoan,0.75,0.25
decline,0.18987448569362583,0.8101255143063741
screenwriting,0.3677613328882085,0.6322386671117916
see,0.45732839690231974,0.5426716030976803
whose,0.5835782196589888,0.41642178034101124
plotlines,0.20775725557803357,0.7922427444219664
dovetail,0.8333333333333334,0.16666666666666666
perfectly,0.8406903074147494,0.15930969258525068
realize,0.4755388089991191,0.5244611910008808
youve,0.4809793324549357,0.5190206675450644
missed,0.30748073825548966,0.6925192617445103
wellcrafted,0.5984835558317332,0.4015164441682669
storytelling,0.7583265905741358,0.24167340942586424
assembled,0.3084319347522132,0.6915680652477868
detail,0.7511168418644906,0.24888315813550946
characterisation,0.7797469279221347,0.2202530720778652
feared,0.27700967410404476,0.7229903258959552
wa,0.43367494581834815,0.5663250541816518
extinct,0.8,0.2
mainstream,0.6492960319224708,0.35070396807752924
american,0.6772841869321117,0.32271581306788844
cinema,0.7070505839424952,0.2929494160575048
intriguing,0.5442899687350962,0.45571003126490384
moment,0.4980997665039465,0.5019002334960536
loose,0.6257951928548499,0.3742048071451501
end,0.421791125984635,0.578208874015365
dont,0.35913460343526726,0.6408653965647327
get,0.43126405552041375,0.5687359444795863
tied,0.5713729198829481,0.42862708011705186
though,0.4566323631919631,0.5433676368080368
compared,0.25442729375535356,0.7455727062446464
chinatown,0.7971162776836844,0.2028837223163154
finesse,0.9565217391304348,0.043478260869565216
roman,0.5844172706684924,0.4155827293315075
polanskis,0.6731386304613596,0.3268613695386405
cinematic,0.6148676304561689,0.3851323695438312
artistry,0.9065670079432911,0.09343299205670887
would,0.30138516624250267,0.6986148337574973
paranoic,0.6666666666666666,0.3333333333333333
informed,0.6473503706385308,0.35264962936146915
pulp,0.5539569857607419,0.44604301423925813
fiction,0.5489120013871437,0.45108799861285637
glisten,0.8,0.2
like,0.39346004073742563,0.6065399592625743
new,0.6003367054728016,0.3996632945271984
car,0.2674356616083892,0.7325643383916108
darkened,0.1495025439298622,0.8504974560701378
soul,0.6398165933711208,0.36018340662887927
tempted,0.3293615693871813,0.6706384306128187
bad,0.06637629889071983,0.9336237011092802
idea,0.327140730650905,0.6728592693490949
thinking,0.36061545000211254,0.6393845499978875
person,0.46486951910224544,0.5351304808977546
detective,0.8308285973720203,0.16917140262797967
almost,0.41619984881344574,0.5838001511865544
absurdly,0.3837088122704015,0.6162911877295986
entertaining,0.7275005786467363,0.2724994213532636
trimmed,0.1932004432478438,0.8067995567521562
express,0.8398664573136416,0.1601335426863583
america,0.8492735541265595,0.15072644587344045
con,0.5134535913568867,0.48654640864311327
illusion,0.5395700701821169,0.460429929817883
morality,0.7119935954024269,0.2880064045975731
righteousness,0.75,0.25
leader,0.8210831775896973,0.17891682241030266
traffick,0.6666666666666666,0.3333333333333333
behind,0.36107129511733793,0.6389287048826622
scene,0.47368476359950495,0.526315236400495
death,0.38089494612696445,0.6191050538730356
depravity,0.3293615693871813,0.6706384306128187
hansons,0.9166666666666666,0.08333333333333333
unlikely,0.6280108464515604,0.37198915354843964
distillation,0.875,0.125
vigorously,0.9090909090909091,0.09090909090909091
plotted,0.3575925610489397,0.6424074389510602
slashinglypaced,0.6666666666666666,0.3333333333333333
140minute,0.282309916617584,0.717690083382416
notable,0.4814724220360254,0.5185275779639745
tribute,0.7969876419906415,0.20301235800935846
murky,0.22806378692124404,0.7719362130787559
noirs,0.9375,0.0625
past,0.5352849278587353,0.4647150721412647
work,0.6106151390372211,0.38938486096277897
river,0.7731969661103237,0.22680303388967613
wild,0.32586231185566195,0.674137688144338
underappreciated,0.6666666666666666,0.3333333333333333
bedroom,0.1538154992244484,0.8461845007755516
window,0.5698624109113873,0.4301375890886127
win,0.680237767189954,0.31976223281004607
recognition,0.4677771962952421,0.5322228037047578
major,0.5194588965189556,0.48054110348104445
stylist,0.511946945263578,0.48805305473642197
dazzling,0.7807993531903864,0.21920064680961363
ease,0.8364320770134194,0.16356792298658054
skill,0.557173550341185,0.4428264496588151
moving,0.8138897913660316,0.18611020863396846
many,0.4973885628448588,0.5026114371551412
convoluted,0.21193210889787284,0.7880678911021272
thread,0.6195351328711234,0.38046486712887667
complex,0.8331965487896839,0.16680345121031606
framework,0.4764309865578506,0.5235690134421495
concocted,0.8333333333333334,0.16666666666666666
ellroy,0.8571428571428571,0.14285714285714285
put,0.49953526592959724,0.5004647340704027
formidable,0.8075379779960693,0.19246202200393056
expressive,0.8364320770134194,0.16356792298658054
power,0.7659138861830694,0.23408611381693056
together,0.5155316389111801,0.48446836108881985
full,0.6356205995002842,0.3643794004997159
review,0.6218033874174387,0.3781966125825612
spanish,0.6489358127956022,0.3510641872043978
heft,0.8251842705784433,0.1748157294215566
bookmark,0.8,0.2
kind,0.47971096348933795,0.520289036510662
others,0.5505017026418175,0.44949829735818253
come,0.5025136230720011,0.497486376927999
ending,0.5944411314786486,0.4055588685213513
fudged,0.6666666666666666,0.3333333333333333
compromise,0.455387137056311,0.544612862943689
made,0.5474072814591766,0.45259271854082345
heady,0.9791666666666666,0.020833333333333332
ride,0.7642556241223701,0.23574437587762975
fast,0.4370986502312846,0.5629013497687154
company,0.5645877083915146,0.4354122916084854
territory,0.4397510306618277,0.5602489693381724
barely,0.12859816336258315,0.8714018366374169
nodding,0.34403809973983684,0.6559619002601632
acquaintance,0.8333333333333334,0.16666666666666666
people,0.4348845163086143,0.5651154836913856
densest,0.8,0.2
smartest,0.8364320770134194,0.16356792298658054
writer,0.338879015212484,0.661120984787516
time,0.5616937681977092,0.4383062318022909
may,0.5564525466948146,0.44354745330518536
bearing,0.9090909090909091,0.09090909090909091
distinction,0.37964905689142897,0.6203509431085711
odds,0.7911712492379421,0.20882875076205776
ambition,0.5545714031665164,0.4454285968334837
matched,0.5668713122753711,0.43312868772462887
achievement,0.8509903548004504,0.14900964519954973
screenplay,0.4720019982305967,0.5279980017694034
characterization,0.4018557576981727,0.5981442423018273
impressive,0.7171760060510494,0.2828239939489507
visual,0.680770579351858,0.31922942064814197
powerhouse,0.9743589743589743,0.02564102564102564
acting,0.38823991030219884,0.611760089697801
show,0.5157397069171036,0.4842602930828964
werent,0.27095514910510465,0.7290448508948953
wonderful,0.8521826875696518,0.1478173124303483
television,0.30949257245124184,0.6905074275487583
series,0.4990866444417707,0.5009133555582295
violent,0.5656356594929994,0.4343643405070007
sharp,0.8746894513300713,0.12531054866992872
sinister,0.6263437555491811,0.3736562444508189
brilliant,0.8883613620932526,0.1116386379067475
need,0.42968171655287574,0.5703182834471242
pay,0.44094242511205095,0.5590575748879492
close,0.47139760063456293,0.5286023993654371
start,0.38805608740825,0.61194391259175
finish,0.61689893784693,0.38310106215307
rare,0.8032705672995222,0.1967294327004777
pleasure,0.5719670683285635,0.4280329316714366
day,0.48459924683861055,0.5154007531613894
challenged,0.5127637399748617,0.4872362600251383
picture,0.5667035936164316,0.4332964063835684
surprised,0.5994513607752958,0.40054863922470424
want,0.42143599485887717,0.5785640051411228
give,0.5525217106340208,0.4474782893659792
u,0.6534806951316704,0.34651930486832955
richer,0.721905601561762,0.27809439843823797
standard,0.4327100595087757,0.5672899404912243
earned,0.7095172633078063,0.29048273669219377
chop,0.6629359791271695,0.33706402087283055
stylish,0.6581738855122458,0.34182611448775424
evoked,0.8571428571428571,0.14285714285714285
curt,0.282309916617584,0.717690083382416
yeoman,0.6666666666666666,0.3333333333333333
creating,0.7032466485230928,0.29675335147690723
modern,0.8523986009893242,0.14760139901067584
assembling,0.9166666666666666,0.08333333333333333
stellar,0.8606084389769488,0.13939156102305106
writerdirector,0.6455586099924772,0.3544413900075229
adaptation,0.4805399813119265,0.5194600186880735
wasnt,0.2468471821598261,0.7531528178401738
merely,0.24776605951598973,0.7522339404840103
greatest,0.87336111215957,0.12663888784042998
1990s,0.5449014271963495,0.4550985728036506
stand,0.6103761074423066,0.3896238925576934
age,0.7242677930818175,0.2757322069181824
slowmoving,0.43558769631473226,0.5644123036852677
progressively,0.17388039892305943,0.8261196010769406
enthralling,0.9848484848484849,0.015151515151515152
simply,0.5015025339885244,0.4984974660114757
stunning,0.8526876973377036,0.14731230266229645
score,0.6632957690426524,0.33670423095734753
jerry,0.32093632765222485,0.6790636723477752
goldsmith,0.8333333333333334,0.16666666666666666
accent,0.22024850530254195,0.7797514946974581
nailbiting,0.9655172413793104,0.034482758620689655
enhancing,0.75,0.25
tension,0.6376856305005661,0.3623143694994338
suspense,0.49722334898780074,0.5027766510121994
snowball,0.8,0.2
motif,0.4761317344178844,0.5238682655821155
unearthed,0.282309916617584,0.717690083382416
prove,0.46301399244701735,0.5369860075529826
demanding,0.5439436293425517,0.45605637065744836
audience,0.4589638191806927,0.5410361808193074
huge,0.5306031106146735,0.46939688938532653
narrative,0.5726057952111319,0.427394204788868
swoony,0.8333333333333334,0.16666666666666666
surprise,0.5739405206665894,0.4260594793334106
lift,0.755322812996978,0.24467718700302193
direction,0.5270710133188006,0.47292898668119937
since,0.6361330374458111,0.36386696255418893
hard,0.39386525520733745,0.6061347447926627
edge,0.6700838405855672,0.32991615941443275
mystery,0.4639355110182896,0.5360644889817104
beneath,0.5587303083024631,0.441269691697537
bright,0.6002394086430253,0.39976059135697467
light,0.5225985683989041,0.47740143160109594
tinseltown,0.8,0.2
rewarding,0.8384961416084554,0.16150385839154444
doe,0.5155825419205933,0.4844174580794068
disappoint,0.721905601561762,0.27809439843823797
repeated,0.44165929115934416,0.5583407088406559
viewing,0.8914959594077434,0.10850404059225659
compendium,0.35949823598588787,0.6405017640141121
talent,0.4158326053244904,0.5841673946755095
master,0.5070920686143306,0.49290793138566924
accumulated,0.8,0.2
four,0.42526931773396504,0.5747306822660351
career,0.45416126532964596,0.545838734670354
perfect,0.8857507404536809,0.11424925954631916
ninety,0.43558769631473226,0.5644123036852677
legend,0.6252314987483628,0.3747685012516373
take,0.5324469626354448,0.46755303736455517
fact,0.36655325600725336,0.6334467439927466
invariably,0.2510773206883901,0.7489226793116099
case,0.4255336545949839,0.5744663454050162
knowingly,0.9,0.1
unanxiously,0.6666666666666666,0.3333333333333333
embraced,0.7135716257267983,0.28642837427320167
sublimely,0.7135716257267983,0.28642837427320167
bullseye,0.9230769230769231,0.07692307692307693
attitude,0.4148994305691426,0.5851005694308574
packing,0.6772022614514827,0.3227977385485174
punch,0.5335466916233093,0.46645330837669075
evil,0.4936101806516665,0.5063898193483336
secret,0.6872342351577848,0.31276576484221513
smile,0.875248713105329,0.12475128689467085
enjoy,0.4569157519961593,0.5430842480038406
coherent,0.17973960609689413,0.8202603939031059
absorbing,0.9297905124810152,0.07020948751898477
bloody,0.5305521324495363,0.4694478675504638
center,0.43404909012477405,0.565950909875226
mismatched,0.323835688029012,0.676164311970988
separately,0.75,0.25
fueled,0.6173959876127643,0.3826040123872358
ferociously,0.9,0.1
kevin,0.20876942921509714,0.791230570784903
spacey,0.875,0.125
combined,0.530199985923565,0.46980001407643507
charisma,0.4638726116598448,0.5361273883401553
smash,0.34542473389761286,0.6545752661023873
quite,0.5150760330810599,0.4849239669189402
closest,0.8577829560450508,0.14221704395494908
santa,0.1538154992244484,0.8461845007755516
monica,0.75,0.25
freeway,0.8,0.2
23,0.9,0.1
setting,0.6637183922453835,0.3362816077546164
virtually,0.3776920644928781,0.6223079355071219
another,0.41888595244864707,0.581114047551353
starring,0.3432029398637298,0.6567970601362703
spicy,0.875,0.125
boilinghot,0.6666666666666666,0.3333333333333333
sensational,0.7676914681617751,0.23230853183822492
early50s,0.75,0.25
disguised,0.3372967542682523,0.6627032457317477
saga,0.6829569484956894,0.31704305150431045
redemption,0.5247218892358051,0.47527811076419496
flashy,0.32676797330437385,0.6732320266956262
west,0.5037180707951614,0.4962819292048386
coast,0.2265873194315897,0.7734126805684103
backdrop,0.7973078788939628,0.20269212110603704
something,0.4849155777591399,0.51508442224086
rarer,0.9,0.1
culture,0.6605942522852772,0.33940574771472276
oldfashioned,0.7769764771133701,0.22302352288662985
total,0.41202925832457127,0.5879707416754287
single,0.330324062109157,0.6696759378908429
complicated,0.664542803769913,0.3354571962300869
cant,0.27786097629225565,0.7221390237077443
highintensity,0.6666666666666666,0.3333333333333333
twisted,0.19596001453866554,0.8040399854613345
twisting,0.5127637399748617,0.4872362600251383
hangerson,0.6666666666666666,0.3333333333333333
artfully,0.7797469279221347,0.2202530720778652
evokes,0.9772727272727273,0.022727272727272728
flip,0.20584313934227005,0.79415686065773
dream,0.7332638717203187,0.26673612827968135
reaching,0.5449014271963495,0.4550985728036506
height,0.7315168329141766,0.2684831670858234
superbly,0.9917355371900827,0.008264462809917356
engrossing,0.8677484379625282,0.1322515620374718
doesnt,0.33650435828692066,0.6634956417130792
let,0.4615018565502236,0.5384981434497763
second,0.5342554142051773,0.4657445857948227
cramming,0.75,0.25
mere,0.5286087180449592,0.4713912819550408
98,0.17388039892305943,0.8261196010769406
minute,0.25089244719416587,0.7491075528058342
exhilarating,0.940426141661831,0.05957385833816893
breakneck,0.7509807007212574,0.2490192992787426
far,0.48715252070315296,0.512847479296847
soon,0.4257471484280481,0.5742528515719519
satisfyingly,0.9230769230769231,0.07692307692307693
echo,0.9743589743589743,0.02564102564102564
1974,0.9230769230769231,0.07692307692307693
result,0.43585844870648166,0.5641415512935183
powerful,0.854549570285532,0.14545042971446798
seldom,0.5557994557402764,0.44420054425972366
